platform,appId,title,summary,developer,developerEmail,developerWebsite,privacyPolicy,genre,genreId,contentRating,contentRatingDescription,free,price,priceText,currency,offersIAP,IAPRange,installs,minInstalls,score,ratings,reviews,released,version,androidVersion,adSupported,url,app_type,app_type_rationale,web_accessible,web_url,login_required,login_methods,age_verification_required,age_verification_method,subscription_required_for_long_chat,all_features_available_without_subscription,subscription_features,subscription_cost,languages_supported
android,com.peace.AiGirlfriend,AI Girlfriend - Romantic chat,This is the app to enjoy romantic chat with AI girlfriend.,Peace,support@peace-app.com,https://peace-app.com/,https://peace-app.com/privacy-policy.html,Entertainment,ENTERTAINMENT,Everyone,,True,0,Free,USD,True,$9.99 - $19.99 per item,"50,000+",50000,4.3333335,318,5,"Feb 6, 2024",1.4.0,6.0,True,https://play.google.com/store/apps/details?id=com.peace.AiGirlfriend&hl=en&gl=us,companion,"companion signals dominant: comp=2,gen=0,task=0",Likely — manual verification needed,https://peace-app.com/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$9.99 - $19.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.aigirlfriend.aichat.chatbot.virtualgirlfriend,Virtual AI Girlfriend: AI Chat,Chat with your AI Girlfriend &amp; find virtual life companion. AI Friend for you.,Dazong Apps,dazong.apps@gmail.com,https://dazong-apps.blogspot.com/,https://sites.google.com/view/dazongapps/privacy-policy,Entertainment,ENTERTAINMENT,Teen,Suggestive Themes,True,0,Free,USD,True,$0.49 - $214.99 per item,"10,000+",10000,4.428571,69,0,"Oct 9, 2023",26.0,7.0,True,https://play.google.com/store/apps/details?id=com.aigirlfriend.aichat.chatbot.virtualgirlfriend&hl=en&gl=us,companion,"companion signals dominant: comp=7,gen=0,task=0",UNKNOWN - requires manual verification,https://dazong-apps.blogspot.com/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Teen); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,unlimited messaging,$0.49 - $214.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.ahwach.StumbleGems,"AI Girlfriend: عربي Love, Chat",AI Girlfriend - صديقتك الافتراضية English &amp; عربي And Other Worldwide Language,Ahwach,support@ahwach.xyz,http://ahwach.xyz,http://ahwach.xyz/privacypolicy/,Dating,DATING,Teen,Sexual Content,True,0,Free,USD,False,,"100,000+",100000,4.66,6220,59,"Aug 31, 2022",0.5,5.0,True,https://play.google.com/store/apps/details?id=com.ahwach.StumbleGems&hl=en&gl=us,companion,"companion signals dominant: comp=4,gen=0,task=0",UNKNOWN - requires manual verification,http://ahwach.xyz,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Teen); in-app not verified,False,True,No subscription (no IAP offered),No in-app purchases (likely free),UNKNOWN - requires manual verification
android,com.BrolabStudios.AlyssaVirtualARTalkingGirlSimulator,Alyssa Virtual & AR Girlfriend,"Chat &amp; talk to Alyssa, the realistic looking Virtual &amp; AR girl simulator.",Brolab Studios,brolabstudios@gmail.com,https://brolabstudios.blogspot.com/,https://sites.google.com/view/brolabstudios/Privacy-Policy,Simulation,GAME_SIMULATION,Teen,Partial Nudity,True,0,Free,USD,True,$2.99 - $7.99 per item,"500,000+",500000,3.33,2848,240,"May 8, 2020",1.79,8.0,True,https://play.google.com/store/apps/details?id=com.BrolabStudios.AlyssaVirtualARTalkingGirlSimulator&hl=en&gl=us,companion,"companion signals dominant: comp=2,gen=0,task=1",UNKNOWN - requires manual verification,https://brolabstudios.blogspot.com/,UNKNOWN - requires manual verification,Facebook,False,No age gate implied by rating (Teen); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$2.99 - $7.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.roleplaycharacterschat.juicychat,Peach AI : Al Roleplay Chat,Customize your anime companion and explore endless roleplay adventures.,Pace Digital Technologies,pacedigitals2019@gmail.com,https://www.juicychat.xyz/,https://www.juicychat.xyz/privacypolicy.html,Entertainment,ENTERTAINMENT,Mature 17+,,True,0,Free,USD,True,$1.99 - $49.99 per item,"100,000+",100000,4.03,1249,114,"Jan 6, 2025",1.0.5,6.0,True,https://play.google.com/store/apps/details?id=com.roleplaycharacterschat.juicychat&hl=en&gl=us,companion,"weak companion signal only: comp=1,gen=0,task=0",UNKNOWN - requires manual verification,https://www.juicychat.xyz/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$1.99 - $49.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,io.kodular.bayeinyass253.cute,Cute AI - Immersive Chat,Whimsical Chat Adventures,Shifa'ul Asqam (The Complete Diwani),harunamustapha253@gmail.com,https://www.cuteaibest.top/,https://www.cuteaibest.top/privacy-policy.html,Entertainment,ENTERTAINMENT,Mature 17+,,True,0,Free,USD,True,$2.99 - $49.99 per item,"100,000+",100000,4.604203,14546,1922,"Jul 22, 2024",2.3.8,7.0,True,https://play.google.com/store/apps/details?id=io.kodular.bayeinyass253.cute&hl=en&gl=us,companion,"weak companion signal only: comp=1,gen=0,task=0",UNKNOWN - requires manual verification,https://www.cuteaibest.top/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$2.99 - $49.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.scarlettai.loverai.virtualchat,Virtual Girlfriend: Lover AI,Your app for having waifu companion chat. Talk freely with your AI GF and date,Humpty Dumpty Studio,support@toontech.uk,https://toontech.uk/,https://humptydumptystudio.com/virtual-girlfriend-lover-ai-privacy-policy/,Entertainment,ENTERTAINMENT,Teen,Sexual Themes,True,0,Free,USD,True,$4.99 - $64.99 per item,"5,000+",5000,3.6,12,2,"Jan 5, 2024",0.4.4,8.0,False,https://play.google.com/store/apps/details?id=com.scarlettai.loverai.virtualchat&hl=en&gl=us,companion,"companion signals dominant: comp=3,gen=0,task=0",Likely — manual verification needed,https://toontech.uk/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Teen); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$4.99 - $64.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,ai.girlfriend.chat.igirl.dating,AI Girlfriend: AI Girl Chat,Create your Virtual Girlfriend. Chat &amp; Roleplay with Character AI.,Digital SEO,support@instantmoon.net,,https://instantmoon.net/igirl/privacy-policy.html,Entertainment,ENTERTAINMENT,Mature 17+,Sexual Themes,True,0,Free,USD,True,$14.99 - $64.99 per item,"10,000+",10000,3.6666667,35,3,"Jan 15, 2024",1.8,6.0,True,https://play.google.com/store/apps/details?id=ai.girlfriend.chat.igirl.dating&hl=en&gl=us,companion,"companion signals dominant: comp=8,gen=0,task=0",UNKNOWN - requires manual verification,,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$14.99 - $64.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,world.aiway.aigirlfriend,AIA: AI Girlfriend Roleplay,"Your ultimate AI gf &amp; virtual companion for chat, roleplay, and romantic fun!",Aiway LLP,support@aiway.world,https://aiway.world,https://aiway.world/privacy-policy/aigirl/,Entertainment,ENTERTAINMENT,Teen,Sexual Themes,True,0,Free,USD,True,$4.99 - $29.99 per item,"50,000+",50000,4.18,3600,15,"Dec 10, 2023",1.0.12,6.0,True,https://play.google.com/store/apps/details?id=world.aiway.aigirlfriend&hl=en&gl=us,companion,"companion signals dominant: comp=10,gen=0,task=0",Likely — manual verification needed,https://aiway.world,UNKNOWN - requires manual verification,Email,False,No age gate implied by rating (Teen); in-app not verified,UNKNOWN - requires manual verification,False,UNKNOWN - requires manual verification,$4.99 - $29.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,ai.povchat.characters,PovChat: AI characters to chat,Talk to AI friends and write interactive stories with your creativity,Immerse AI,cindyxl@povchat.ai,https://povchat.ai,https://povchat.ai/privacy,Entertainment,ENTERTAINMENT,Mature 17+,Diverse Content: Discretion Advised,True,0,Free,USD,True,$7.99 - $169.99 per item,"5,000+",5000,3.642857,22,11,"Apr 13, 2025",1.0.36,9,False,https://play.google.com/store/apps/details?id=ai.povchat.characters&hl=en&gl=us,mixed,"both companion & general signals: comp=4,gen=2,task=0",UNKNOWN - requires manual verification,https://povchat.ai,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$7.99 - $169.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.talk.soul.ai.friend.chat.app,TalkSoul:Chat with AI Friends,"AI character chats bring fun alive, start roleplay today",ربيع الاسرار,rbia.alasrar@gmail.com,https://www.talksoulai.com,https://www.talksoulai.com/privacy.html,Entertainment,ENTERTAINMENT,Mature 17+,,True,0,Free,USD,True,$3.49 - $109.99 per item,"100,000+",100000,3.99,3068,82,"Apr 3, 2025",2.1.0,6.0,True,https://play.google.com/store/apps/details?id=com.talk.soul.ai.friend.chat.app&hl=en&gl=us,companion,"companion signals dominant: comp=5,gen=0,task=0",UNKNOWN - requires manual verification,https://www.talksoulai.com,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$3.49 - $109.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.akweb.chatbae,ChatBae : AI Girlfriend,"Flirt, chat, and connect with ChatBae—your playful AI companion for endless fun!",Ak Web Designer,ashishkachrola@gmail.com,,https://chat-bae.9brainz.com/page/privacy_policy,Communication,COMMUNICATION,Everyone,,True,0,Free,USD,True,$0.49 - $2.99 per item,100+,100,0,0,0,"Jan 4, 2025",1.8,7.0,True,https://play.google.com/store/apps/details?id=com.akweb.chatbae&hl=en&gl=us,companion,"companion signals dominant: comp=3,gen=0,task=0",UNKNOWN - requires manual verification,,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.49 - $2.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,app.character.roleplay.ai.friend,Talki AI GirlFriend Roleplay,"Chat with Boyfriend AI, Talking AI Girlfriend, Anime AI Roleplay Chat Companions",StudioNovaX,consoleai360@gmail.com,,https://docs.google.com/document/d/1-EnjJhWvFEGaMkEj4k1YZpV54LQP4iMK/edit?usp=sharing&ouid=116035705295374336742&rtpof=true&sd=true,Entertainment,ENTERTAINMENT,Everyone,,True,0,Free,USD,False,,"1,000+",1000,4.779661,96,51,"Dec 30, 2024",1.0.1,5.0,False,https://play.google.com/store/apps/details?id=app.character.roleplay.ai.friend&hl=en&gl=us,companion,"companion signals dominant: comp=10,gen=0,task=1",UNKNOWN - requires manual verification,,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,False,True,No subscription (no IAP offered),No in-app purchases (likely free),UNKNOWN - requires manual verification
android,com.roleplaychatacter.dreamx,Dreamate - Spicy AI Chat,Immerse in fantasy roleplay and chat with your favorite anime characters,Random Chat Rooms Roulette,hushasha202211@gmail.com,,https://www.dreamx.services/privacypolicy.html,Entertainment,ENTERTAINMENT,Mature 17+,,True,0,Free,USD,True,$1.99 - $49.99 per item,"50,000+",50000,3.74,706,92,"Oct 11, 2024",1.0.8,6.0,True,https://play.google.com/store/apps/details?id=com.roleplaychatacter.dreamx&hl=en&gl=us,companion,"companion signals dominant: comp=2,gen=0,task=0",UNKNOWN - requires manual verification,,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$1.99 - $49.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,apps.cherry.aisoulmate.ai.e63,Cherry AI-Soulmate AI Stroy,"Step into love, fantasy &amp; heartfelt AI chats",Raph Tv,farujoni9@gmail.com,https://www.cherrychatai.com,https://www.cherrychatai.com/privacy.html,Entertainment,ENTERTAINMENT,Mature 17+,,True,0,Free,USD,True,$3.49 - $99.99 per item,"100,000+",100000,4.2,2191,63,"Apr 10, 2025",1.15,6.0,True,https://play.google.com/store/apps/details?id=apps.cherry.aisoulmate.ai.e63&hl=en&gl=us,companion,"companion signals dominant: comp=3,gen=0,task=0",UNKNOWN - requires manual verification,https://www.cherrychatai.com,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$3.49 - $99.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.amorai.chat,Amor AI: Assistant & Companion,"Amor’s magic with your virtual friend. Communicate, talk about everything",Wallet Passes Alliance,support.amorai@walletpasses.me,https://walletpasses.me/amorai,https://walletpasses.me/amorai/privacy/,Role Playing,GAME_ROLE_PLAYING,Everyone,,True,0,Free,USD,True,$0.99 - $139.99 per item,"100,000+",100000,3.5445545,3510,79,"Oct 4, 2023",2.1.0,8.0,True,https://play.google.com/store/apps/details?id=com.amorai.chat&hl=en&gl=us,companion,"companion signals dominant: comp=6,gen=0,task=0",Likely — manual verification needed,https://walletpasses.me/amorai,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $139.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,ai.questionai.chat.bot,Fantasay - AI Chat,Turn every conversation into a journey full of imagination and surprises!,Symphony Tech Pte. Ltd.,contact_us@weeeye.com,https://www.weeeye.com/aichat,https://www.weeeye.com/aichat/setting/policy/privacy,Entertainment,ENTERTAINMENT,Teen,Diverse Content: Discretion Advised,True,0,Free,USD,False,,"500,000+",500000,3.7692308,1052,6,"Jan 22, 2025",10.0.20.102100,5.0,True,https://play.google.com/store/apps/details?id=ai.questionai.chat.bot&hl=en&gl=us,companion,"weak companion signal only: comp=1,gen=0,task=0",True,https://www.weeeye.com/aichat,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Teen); in-app not verified,False,True,No subscription (no IAP offered),No in-app purchases (likely free),"ar, en, es, fr, id, ja, ko, pt-BR, tr, zh, zh-TW"
android,com.flirtiai.desigfai,Desi Girlfriend AI,"Chat with your Desi AI Girlfriends, flirty, fun, and always yours.",Nabhos Interactive,desigfai@protonmail.com,https://desi-girlfriend-ai.web.app/,https://desigfai.github.io/privacy-policy/,Entertainment,ENTERTAINMENT,Teen,Diverse Content: Discretion Advised,True,0,Free,USD,True,$0.99 - $8.99 per item,"1,000+",1000,0,0,0,"Oct 9, 2025",1.3.3,8.0,True,https://play.google.com/store/apps/details?id=com.flirtiai.desigfai&hl=en&gl=us,companion,"companion signals dominant: comp=7,gen=0,task=0",Likely — manual verification needed,https://desi-girlfriend-ai.web.app/,UNKNOWN - requires manual verification,Google,False,No age gate implied by rating (Teen); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $8.99 per item (in-app purchase range; monthly tier not specified in Play metadata),"af, am, ar, as, az, be, bg, bn, bs, ca, cs, da, de, de-AT, de-CH, el, en, en-AU, en-CA, en-GB, en-IE, en-IN, en-NZ, en-SG, en-US, en-ZA, es, es-AR, es-BO, es-CL, es-CO, es-CR, es-DO, es-EC, es-GT, es-HN, es-MX, es-NI, es-PA, es-PE, es-PR, es-PY, es-SV, es-US, es-UY, es-VE, et, eu, fa, fi, fr, fr-CA, fr-CH, gl, gu, he, hi, hr, hu, hy, id, is, it, ja, ka, kk, km, kn, ko, ky, ln, lo, lt, lv, mk, ml, mn, mr, ms, my, ne, nl, no, or, pa, pl, pt, pt-BR, pt-PT, ro, ru, si, sk, sl, sq, sr, sv, sw, ta, te, th, tr, uk, ur, uz, vi, zh, zh-CN, zh-HK, zh-TW, zu"
android,com.chatwithais.coupleu,CoupleU：AI Romance World,Chat with lifelike AI anime partners. Download CoupleU and start your fantasy!,Meet New AI World,vagutemutgum@gmail.com,,https://sites.google.com/view/coupleuprivacypolicy,Entertainment,ENTERTAINMENT,Mature 17+,,True,0,Free,USD,True,$0.99 - $199.99 per item,"50,000+",50000,3.46,341,62,"Aug 8, 2025",1.2.8,6.0,True,https://play.google.com/store/apps/details?id=com.chatwithais.coupleu&hl=en&gl=us,companion,"companion signals dominant: comp=4,gen=0,task=0",UNKNOWN - requires manual verification,,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,exclusive characters,$0.99 - $199.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,fantasy.roleplay.chat,"Anime Character AI: Chat, Play","Create, customize, and connect with unique AI anime companions",AI Tech Labs,abdul.hassanal.2358@gmail.com,https://aitechlabs.blogspot.com/,https://sites.google.com/view/fantasyroleplaychat/privacy-policy,Entertainment,ENTERTAINMENT,Mature 17+,Sexual Themes,True,0,Free,USD,True,$1.99 - $49.99 per item,"50,000+",50000,3.5254238,351,18,"Jul 19, 2025",1.0.9,7.0,True,https://play.google.com/store/apps/details?id=fantasy.roleplay.chat&hl=en&gl=us,companion,"companion signals dominant: comp=4,gen=0,task=0",UNKNOWN - requires manual verification,https://aitechlabs.blogspot.com/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$1.99 - $49.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.codeway.chatapp,Chat AI: Ask Agent Anything,"Chatbot &amp; Smart Assistant, now powered by multiple AI models",Deep Flow Apps,ask.ai@codeway.co,https://www.codeway.co/,https://static.vegachat.ai/privacy-en.html,Productivity,PRODUCTIVITY,Everyone,,True,0,Free,USD,True,$1.49 - $149.99 per item,"10,000,000+",10000000,4.4269247,1123632,10751,"Mar 3, 2023",3.4.0,7.0,False,https://play.google.com/store/apps/details?id=com.codeway.chatapp&hl=en&gl=us,general_purpose,"general-purpose signals dominant: comp=0,gen=3,task=4",UNKNOWN - requires manual verification,https://www.codeway.co/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,image generation,$1.49 - $149.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.slay.pengu,Friends – Raise AI Companions,"Meet Pengu, Mellow, Bao &amp; more",SLAY GmbH,hi@slay.cool,https://www.penguapp.co,https://web.penguapp.co/privacy-policy,Social,SOCIAL,Everyone,Mild Fantasy Violence,True,0,Free,USD,True,$0.99 - $129.99 per item,"5,000,000+",5000000,4.5880375,161096,3885,"Nov 14, 2023",2.2.43 (0),10,False,https://play.google.com/store/apps/details?id=com.slay.pengu&hl=en&gl=us,companion,"companion signals dominant: comp=3,gen=0,task=0",False,https://www.penguapp.co,UNKNOWN - requires manual verification,Google,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $129.99 per item (in-app purchase range; monthly tier not specified in Play metadata),"af, am, ar, as, az, be, bg, bn, bs, ca, cs, da, de, de-AT, de-CH, el, en, en-AU, en-CA, en-GB, en-IE, en-IN, en-NZ, en-SG, en-US, en-ZA, es, es-419, es-AR, es-BO, es-CL, es-CO, es-CR, es-DO, es-EC, es-GT, es-HN, es-MX, es-NI, es-PA, es-PE, es-PR, es-PY, es-SV, es-US, es-UY, es-VE, et, eu, fa, fi, fil, fr, fr-CA, fr-CH, gl, gsw, gu, he, hi, hr, hu, hy, id, is, it, ja, ka, kk, km, kn, ko, ky, ln, lo, lt, lv, mk, ml, mn, mr, ms, my, ne, nl, no, or, pa, pl, pt, pt-BR, pt-PT, ro, ru, si, sk, sl, sq, sr, sr-Latn, sv, sw, ta, te, th, tr, uk, ur, uz, vi, x-default, zh, zh-CN, zh-HK, zh-TW, zu"
android,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,"Get multiple AI tools in one AI chatbot assistant: write AI text, chat, &amp; more",AIBY Inc.,support@aiby.com,https://aiby.com/,https://aiby.mobi/chat_android/privacy,Productivity,PRODUCTIVITY,Teen,Diverse Content: Discretion Advised,True,0,Free,USD,True,$2.99 - $79.99 per item,"10,000,000+",10000000,4.515329,426516,4907,"Jan 10, 2023",1.95.759-823,8.0,False,https://play.google.com/store/apps/details?id=ai.chat.gpt.bot&hl=en&gl=us,general_purpose,"general-purpose signals dominant: comp=0,gen=8,task=4",UNKNOWN - requires manual verification,https://aiby.com/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Teen); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$2.99 - $79.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.deepseek.chat,DeepSeek - AI Assistant,Intelligent AI Assistant,DeepSeek,service@deepseek.com,https://www.deepseek.com,https://cdn.deepseek.com/policies/en-US/deepseek-privacy-policy.html,Productivity,PRODUCTIVITY,Teen,Diverse Content: Discretion Advised,True,0,Free,USD,False,,"50,000,000+",50000000,4.26257,271490,6050,"Jan 8, 2025",1.8.3,6.0,False,https://play.google.com/store/apps/details?id=com.deepseek.chat&hl=en&gl=us,general_purpose,"general-purpose signals dominant: comp=0,gen=3,task=0",UNKNOWN - requires manual verification,https://www.deepseek.com,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Teen); in-app not verified,False,True,faster responses,No in-app purchases (likely free),UNKNOWN - requires manual verification
android,com.gupsy.ai,Gupsy – AI Companion & Friend,"Chat with a personalized AI companion for roleplay, connection, and support.",Neomonks Tech,grievance@neomonkstech.com,https://gupsy.neomonkstech.com/,https://storage.googleapis.com/guftagu-prod/dnd-docs/Privacy%20Policy.html,Social,SOCIAL,Teen,Diverse Content: Discretion Advised,True,0,Free,USD,True,$11.99 - $27.99 per item,"5,000+",5000,2.5,22,2,"Apr 5, 2026",1.1.0,7.0,True,https://play.google.com/store/apps/details?id=com.gupsy.ai&hl=en&gl=us,companion,"companion signals dominant: comp=7,gen=0,task=0",UNKNOWN - requires manual verification,https://gupsy.neomonkstech.com/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Teen); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,extended memory,$11.99 - $27.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.sible.ai,sible - AI Companions,AI Friends Who Actually Care.,Sible Inc.,support@sible.ai,http://sible.ai,http://www.sible.ai/privacy-policy,Entertainment,ENTERTAINMENT,Mature 17+,"Sexual Themes, Language",True,0,Free,USD,True,$4.99 - $119.99 per item,"10,000+",10000,3.7,106,6,"May 19, 2025",1.8.3,9,False,https://play.google.com/store/apps/details?id=com.sible.ai&hl=en&gl=us,companion,"companion signals dominant: comp=8,gen=0,task=0",UNKNOWN - requires manual verification,http://sible.ai,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,extended memory,$4.99 - $119.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.beloved.ai.lover.virtual.chat,AI Companion - Character Chat,"Chat with your AI lover anytime. Talk, share feelings, and feel less alone.",Infinity Store,developer.litespark@gmail.com,https://belovedai-yourreallover.blogspot.com/ads.txt,https://sites.google.com/view/beloved-ai/privacy-policy,Entertainment,ENTERTAINMENT,Everyone,,True,0,Free,USD,True,$1.99 - $49.99 per item,"1,000+",1000,,,,"Mar 10, 2026",1.0.0,7.0,True,https://play.google.com/store/apps/details?id=com.beloved.ai.lover.virtual.chat&hl=en&gl=us,companion,"companion signals dominant: comp=5,gen=0,task=0",UNKNOWN - requires manual verification,https://belovedai-yourreallover.blogspot.com/ads.txt,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$1.99 - $49.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.infolens.voice,AI Voice Chat Companion Friend,"A smart AI voice assistant, your personal assistant and companion for daily help",AMM Bells,ammbells@gmail.com,https://infolensai.com/,https://infolensai.com/privacy-policy/,Productivity,PRODUCTIVITY,Everyone,,True,0,Free,USD,True,$24.99 - $99.99 per item,"10,000+",10000,4.178571,538,5,"Feb 16, 2025",1.0.6,8.0,False,https://play.google.com/store/apps/details?id=com.infolens.voice&hl=en&gl=us,mixed,"both companion & general signals: comp=2,gen=3,task=5",Likely — manual verification needed,https://infolensai.com/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,extended memory,$24.99 - $99.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.muslimai.mobile,Muslim AI Companion,"Your Muslim Ai companion, A friend who understands your faith. Anytime, anywhere",Muslimai Global Network,cs@muslimai.ai,https://muslimai.ai,https://muslimai.ai/privacy,Lifestyle,LIFESTYLE,Everyone,,True,0,Free,USD,True,$0.49 - $99.99 per item,"50,000+",50000,0,0,0,"Jul 14, 2025",1.11.0,7.0,False,https://play.google.com/store/apps/details?id=com.muslimai.mobile&hl=en&gl=us,companion,"weak companion signal only: comp=1,gen=0,task=0",Likely — manual verification needed,https://muslimai.ai,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.49 - $99.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
